"u(x,t)",x,t
0.17502305897527584,-0.05599999999999994,0.0
0.16263716519488342,-0.051999999999999935,0.0
0.15022558912075684,-0.04799999999999993,0.0
0.13779029068463786,-0.04399999999999993,0.0
0.12533323356430437,-0.040000000000000036,0.0
0.11285638487348178,-0.03600000000000003,0.0
0.10036171485121498,-0.03200000000000003,0.0
0.08785119655074325,-0.028000000000000025,0.0
0.07532680552793279,-0.02400000000000002,0.0
0.06279051952931343,-0.020000000000000018,0.0
0.0502443181797696,-0.016000000000000014,0.0
0.037690182669934576,-0.01200000000000001,0.0
0.0251300954433375,-0.008000000000000007,0.0
0.012566039883352618,-0.0040000000000000036,0.0
-0.0,0.0,0.0
-0.012566039883352618,0.0040000000000000036,0.0
-0.0251300954433375,0.008000000000000007,0.0
-0.037690182669934576,0.01200000000000001,0.0
-0.0502443181797696,0.016000000000000014,0.0
-0.06279051952931343,0.020000000000000018,0.0
-0.07532680552793279,0.02400000000000002,0.0
-0.08785119655074325,0.028000000000000025,0.0
-0.10036171485121498,0.03200000000000003,0.0
-0.11285638487348178,0.03600000000000003,0.0
-0.12533323356430437,0.040000000000000036,0.0
-0.13779029068463816,0.04400000000000004,0.0
-0.15022558912075717,0.04800000000000004,0.0
-0.16263716519488372,0.052000000000000046,0.0
-0.1750230589752762,0.05600000000000005,0.0
-0.18738131458572477,0.06000000000000005,0.0
-0.1997099805144072,0.06400000000000006,0.0
-0.21200710992205482,0.06800000000000006,0.0
-0.22427076094938136,0.07200000000000006,0.0
-0.2364989970237249,0.07600000000000007,0.0
-0.24868988716485502,0.08000000000000007,0.0
-0.26084150628989716,0.08400000000000007,0.0
-0.27295193551732544,0.08800000000000008,0.0
-0.28501926246997633,0.09200000000000008,0.0
-0.2970415815770352,0.09600000000000009,0.0
-0.3090169943749477,0.10000000000000009,0.0
-0.32094360980720976,0.10400000000000009,0.0
-0.33281954452298695,0.1080000000000001,0.0
-0.34464292317451733,0.1120000000000001,0.0
-0.356411878713251,0.1160000000000001,0.0
-0.36812455268467825,0.1200000000000001,0.0
-0.37977909552180145,0.12400000000000011,0.0
-0.3913736668372027,0.1280000000000001,0.0
-0.40290643571366297,0.13200000000000012,0.0
-0.4143755809932845,0.13600000000000012,0.0
-0.425779291565073,0.14000000000000012,0.0
-0.43711576665093327,0.14400000000000013,0.0
-0.44838321609003257,0.14800000000000013,0.0
-0.4595798606214882,0.15200000000000014,0.0
-0.4707039321653323,0.15599999999999992,0.0
-0.481753674101715,0.15999999999999992,0.0
-0.4927273415482913,0.16399999999999992,0.0
-0.5036232016357607,0.16799999999999993,0.0
-0.5144395337815063,0.17199999999999993,0.0
-0.5251746299612955,0.17599999999999993,0.0
-0.5358267949789964,0.17999999999999994,0.0
-0.5463943467342689,0.18399999999999994,0.0
-0.5568756164881878,0.18799999999999994,0.0
-0.5672689491267563,0.19199999999999995,0.0
-0.5775727034222675,0.19599999999999995,0.0
-0.587785252292473,0.19999999999999996,0.0
-0.5979049830575187,0.20399999999999996,0.0
-0.6079302976946053,0.20799999999999996,0.0
-0.6178596130903342,0.21199999999999997,0.0
-0.6276913612907004,0.21599999999999997,0.0
-0.6374239897486896,0.21999999999999997,0.0
-0.6470559615694442,0.22399999999999998,0.0
-0.6565857557529564,0.22799999999999998,0.0
-0.6660118674342516,0.23199999999999998,0.0
-0.6753328081210244,0.236,0.0
-0.6845471059286886,0.24,0.0
-0.6936533058128049,0.244,0.0
-0.7026499697988492,0.248,0.0
-0.7115356772092853,0.252,0.0
-0.7203090248879069,0.256,0.0
-0.7289686274214116,0.26,0.0
-0.7375131173581739,0.264,0.0
-0.7459411454241821,0.268,0.0
-0.7542513807361038,0.272,0.0
-0.7624425110114479,0.276,0.0
-0.7705132427757893,0.28,0.0
-0.7784623015670235,0.28400000000000003,0.0
-0.7862884321366189,0.28800000000000003,0.0
-0.7939903986478354,0.29200000000000004,0.0
-0.8015669848708766,0.29600000000000004,0.0
-0.8090169943749475,0.30000000000000004,0.0
-0.816339250717184,0.30400000000000005,0.0
-0.8235325976284276,0.30800000000000005,0.0
-0.8305958991958128,0.31200000000000006,0.0
-0.8375280400421418,0.31600000000000006,0.0
-0.8443279255020151,0.32000000000000006,0.0
-0.850994481794692,0.32400000000000007,0.0
-0.8575266561936524,0.32800000000000007,0.0
-0.8639234171928354,0.3320000000000001,0.0
-0.8701837546695258,0.3360000000000001,0.0
-0.8763066800438637,0.3400000000000001,0.0
-0.8822912264349534,0.3440000000000001,0.0
-0.8881364488135446,0.3480000000000001,0.0
-0.8938414241512639,0.3520000000000001,0.0
-0.8994052515663712,0.3560000000000001,0.0
-0.9048270524660196,0.3600000000000001,0.0
-0.9101059706849958,0.3640000000000001,0.0
-0.9152411726209176,0.3680000000000001,0.0
-0.9202318473658705,0.3720000000000001,0.0
-0.9250772068344582,0.3760000000000001,0.0
-0.9297764858882516,0.3800000000000001,0.0
-0.9343289424566122,0.3840000000000001,0.0
-0.9387338576538742,0.3880000000000001,0.0
-0.9429905358928646,0.3920000000000001,0.0
-0.9470983049947443,0.39600000000000013,0.0
-0.9510565162951536,0.40000000000000013,0.0
-0.9548645447466431,0.40400000000000014,0.0
-0.9585217890173758,0.4079999999999999,0.0
-0.9620276715860858,0.4119999999999999,0.0
-0.9653816388332738,0.4159999999999999,0.0
-0.9685831611286311,0.41999999999999993,0.0
-0.9716317329146739,0.42399999999999993,0.0
-0.9745268727865771,0.42799999999999994,0.0
-0.9772681235681934,0.43199999999999994,0.0
-0.9798550523842469,0.43599999999999994,0.0
-0.9822872507286886,0.43999999999999995,0.0
-0.9845643345292053,0.44399999999999995,0.0
-0.986685944207868,0.44799999999999995,0.0
-0.988651744737914,0.45199999999999996,0.0
-0.9904614256966512,0.45599999999999996,0.0
-0.9921147013144778,0.45999999999999996,0.0
-0.9936113105200084,0.46399999999999997,0.0
-0.9949510169813002,0.46799999999999997,0.0
-0.9961336091431725,0.472,0.0
-0.9971589002606139,0.476,0.0
-0.9980267284282716,0.48,0.0
-0.9987369566060175,0.484,0.0
-0.9992894726405892,0.488,0.0
-0.9996841892832999,0.492,0.0
-0.9999210442038161,0.496,0.0
-1.0,0.5,0.0
-0.9999210442038161,0.504,0.0
-0.9996841892832999,0.508,0.0
-0.9992894726405892,0.512,0.0
-0.9987369566060175,0.516,0.0
-0.9980267284282716,0.52,0.0
-0.9971589002606139,0.524,0.0
-0.9961336091431725,0.528,0.0
-0.9949510169813002,0.532,0.0
-0.9936113105200084,0.536,0.0
-0.9921147013144778,0.54,0.0
-0.9904614256966512,0.544,0.0
-0.988651744737914,0.548,0.0
-0.986685944207868,0.552,0.0
-0.9845643345292053,0.556,0.0
-0.9822872507286886,0.56,0.0
-0.9798550523842469,0.5640000000000001,0.0
-0.9772681235681934,0.5680000000000001,0.0
-0.9745268727865771,0.5720000000000001,0.0
-0.9716317329146739,0.5760000000000001,0.0
-0.9685831611286311,0.5800000000000001,0.0
-0.9653816388332739,0.5840000000000001,0.0
-0.9620276715860858,0.5880000000000001,0.0
-0.9585217890173758,0.5920000000000001,0.0
-0.9548645447466428,0.5960000000000001,0.0
-0.9510565162951535,0.6000000000000001,0.0
-0.9470983049947442,0.6040000000000001,0.0
-0.9429905358928644,0.6080000000000001,0.0
-0.938733857653874,0.6120000000000001,0.0
-0.9343289424566119,0.6160000000000001,0.0
-0.9297764858882513,0.6200000000000001,0.0
-0.9250772068344579,0.6240000000000001,0.0
-0.9202318473658703,0.6280000000000001,0.0
-0.9152411726209174,0.6320000000000001,0.0
-0.9101059706849955,0.6360000000000001,0.0
-0.9048270524660195,0.6400000000000001,0.0
-0.899405251566371,0.6440000000000001,0.0
-0.8938414241512637,0.6480000000000001,0.0
-0.8881364488135444,0.6520000000000001,0.0
-0.8822912264349531,0.6560000000000001,0.0
-0.8763066800438635,0.6600000000000001,0.0
-0.8701837546695255,0.6640000000000001,0.0
-0.8639234171928356,0.6679999999999999,0.0
-0.8575266561936524,0.6719999999999999,0.0
-0.850994481794692,0.6759999999999999,0.0
-0.8443279255020152,0.6799999999999999,0.0
-0.8375280400421418,0.6839999999999999,0.0
-0.8305958991958129,0.688,0.0
-0.8235325976284276,0.692,0.0
-0.816339250717184,0.696,0.0
-0.8090169943749475,0.7,0.0
-0.8015669848708769,0.704,0.0
-0.7939903986478355,0.708,0.0
-0.786288432136619,0.712,0.0
-0.7784623015670235,0.716,0.0
-0.7705132427757893,0.72,0.0
-0.7624425110114481,0.724,0.0
-0.754251380736104,0.728,0.0
-0.7459411454241822,0.732,0.0
-0.7375131173581739,0.736,0.0
-0.7289686274214114,0.74,0.0
-0.720309024887907,0.744,0.0
-0.7115356772092855,0.748,0.0
-0.7026499697988492,0.752,0.0
-0.6936533058128049,0.756,0.0
-0.6845471059286888,0.76,0.0
-0.6753328081210246,0.764,0.0
-0.6660118674342517,0.768,0.0
-0.6565857557529564,0.772,0.0
-0.6470559615694442,0.776,0.0
-0.6374239897486899,0.78,0.0
-0.6276913612907006,0.784,0.0
-0.6178596130903343,0.788,0.0
-0.6079302976946053,0.792,0.0
-0.5979049830575187,0.796,0.0
-0.5877852522924732,0.8,0.0
-0.5775727034222676,0.804,0.0
-0.5672689491267564,0.808,0.0
-0.5568756164881878,0.812,0.0
-0.5463943467342692,0.8160000000000001,0.0
-0.5358267949789967,0.8200000000000001,0.0
-0.5251746299612956,0.8240000000000001,0.0
-0.5144395337815063,0.8280000000000001,0.0
-0.5036232016357606,0.8320000000000001,0.0
-0.49272734154829156,0.8360000000000001,0.0
-0.4817536741017152,0.8400000000000001,0.0
-0.4707039321653324,0.8440000000000001,0.0
-0.4595798606214876,0.8480000000000001,0.0
-0.4483832160900319,0.8520000000000001,0.0
-0.4371157666509329,0.8560000000000001,0.0
-0.4257792915650725,0.8600000000000001,0.0
-0.41437558099328387,0.8640000000000001,0.0
-0.4029064357136623,0.8680000000000001,0.0
-0.39137366683720237,0.8720000000000001,0.0
-0.379779095521801,0.8760000000000001,0.0
-0.36812455268467775,0.8800000000000001,0.0
-0.35641187871325036,0.8840000000000001,0.0
-0.3446429231745166,0.8880000000000001,0.0
-0.3328195445229865,0.8920000000000001,0.0
-0.32094360980720926,0.8960000000000001,0.0
-0.3090169943749471,0.9000000000000001,0.0
-0.2970415815770345,0.9040000000000001,0.0
-0.2850192624699756,0.9080000000000001,0.0
-0.27295193551732505,0.9120000000000001,0.0
-0.2608415062898966,0.9160000000000001,0.0
-0.24868988716485524,0.9199999999999999,0.0
-0.23649899702372504,0.9239999999999999,0.0
-0.22427076094938142,0.9279999999999999,0.0
-0.2120071099220548,0.9319999999999999,0.0
-0.1997099805144075,0.9359999999999999,0.0
-0.18738131458572502,0.94,0.0
-0.1750230589752763,0.944,0.0
-0.16263716519488378,0.948,0.0
-0.15022558912075712,0.952,0.0
-0.13779029068463847,0.956,0.0
-0.12533323356430454,0.96,0.0
-0.11285638487348187,0.964,0.0
-0.10036171485121498,0.968,0.0
-0.08785119655074315,0.972,0.0
-0.07532680552793304,0.976,0.0
-0.06279051952931358,0.98,0.0
-0.05024431817976966,0.984,0.0
-0.037690182669934534,0.988,0.0
-0.025130095443337813,0.992,0.0
-0.012566039883352836,0.996,0.0
-1.2246467991473532e-16,1.0,0.0
1.2246467991473532e-16,-1.0,0.0
-1.1500824036977423e-16,1.0,0.01
-1.140245228482354e-16,1.0,0.02
1.117884193099709e-16,-1.0,0.03
1.095385173262784e-16,-1.0,0.04
1.0732615197285317e-16,-1.0,0.05
-1.0423452292726884e-16,1.0,0.06
-1.0172167925640996e-16,1.0,0.07
-9.945940299048414e-17,1.0,0.08
9.742192696539445e-17,-1.0,0.09
-9.513950115717429e-17,1.0,0.1
-9.284136596182881e-17,1.0,0.11
-9.10593156782348e-17,1.0,0.12
-8.613640876493651e-17,1.0,0.13
8.425340265180076e-17,-1.0,0.14
-8.57021160869504e-17,1.0,0.15
-8.390015931120669e-17,1.0,0.16
8.270929523184778e-17,-1.0,0.17
8.015975556768939e-17,-1.0,0.18
7.96325328719297e-17,-1.0,0.19
7.292839465059059e-17,-1.0,0.2
7.108101480500394e-17,-1.0,0.21
6.962187928057912e-17,-1.0,0.22
6.863964529816942e-17,-1.0,0.23
7.302508134232112e-17,-1.0,0.24
7.144688895819023e-17,-1.0,0.25
-6.452315582346739e-17,1.0,0.26
6.14178111756563e-17,-1.0,0.27
6.299224808152251e-17,-1.0,0.28
6.544385292073684e-17,-1.0,0.29
6.606283632678754e-17,-1.0,0.3
6.42061067305539e-17,-1.0,0.31
-6.266659703507198e-17,1.0,0.32
5.76380471762325e-17,-1.0,0.33
5.688483370453021e-17,-1.0,0.34
5.550554740059572e-17,-1.0,0.35000000000000003
-5.5426806021284236e-17,1.0,0.36
-5.4540181052750716e-17,1.0,0.37
5.358124666934466e-17,-1.0,0.38
-5.2281945641679573e-17,1.0,0.39
5.234959387121276e-17,-1.0,0.4
5.172661841520531e-17,-1.0,0.41000000000000003
-6.637038325499482e-17,1.0,0.42
5.016392721782645e-17,-1.0,0.43
4.941077094888111e-17,-1.0,0.44
4.8929707011541436e-17,-1.0,0.45
4.773335278366883e-17,-1.0,0.46
4.738004501308629e-17,-1.0,0.47000000000000003
4.710857874929534e-17,-1.0,0.48
4.660519991738471e-17,-1.0,0.49
4.5836185090839496e-17,-1.0,0.5
4.507031066675552e-17,-1.0,0.51
-4.480110558440386e-17,1.0,0.52
4.3953416697274666e-17,-1.0,0.53
4.3553287492116543e-17,-1.0,0.54
4.300572905493628e-17,-1.0,0.55
4.3282756469773456e-17,-1.0,0.56
-4.224908184715039e-17,1.0,0.5700000000000001
4.188220817566871e-17,-1.0,0.58
4.093619281001542e-17,-1.0,0.59
4.050356430987345e-17,-1.0,0.6
4.0380912527500626e-17,-1.0,0.61
-4.0102491030881295e-17,1.0,0.62
-3.9312238975707097e-17,1.0,0.63
-3.944278507214406e-17,1.0,0.64
-3.8558337858487295e-17,1.0,0.65
-3.883046628749941e-17,1.0,0.66
3.795984377642824e-17,-1.0,0.67
-3.751863914715717e-17,1.0,0.68
3.752040957126643e-17,-1.0,0.6900000000000001
-3.719775559674522e-17,1.0,0.7000000000000001
-3.6589869606836734e-17,1.0,0.71
3.5909275041867254e-17,-1.0,0.72
-3.587346221900733e-17,1.0,0.73
3.55895941634173e-17,-1.0,0.74
3.556001143452831e-17,-1.0,0.75
-3.4709325071640365e-17,1.0,0.76
-3.45697617116988e-17,1.0,0.77
3.424069707853684e-17,-1.0,0.78
-3.360931351005066e-17,1.0,0.79
3.3771778478320894e-17,-1.0,0.8
-3.346365317169453e-17,1.0,0.81
3.260222235610991e-17,-1.0,0.8200000000000001
-3.3254490233834584e-17,1.0,0.8300000000000001
3.258150261594622e-17,-1.0,0.84
3.1763381270432945e-17,-1.0,0.85
3.2067827836766187e-17,-1.0,0.86
3.1522679135258943e-17,-1.0,0.87
3.161804017081924e-17,-1.0,0.88
-3.104644764604244e-17,1.0,0.89
3.0580512201226577e-17,-1.0,0.9
-3.042007234894832e-17,1.0,0.91
-3.055992864171246e-17,1.0,0.92
3.004245947464933e-17,-1.0,0.93
-2.96105658801251e-17,1.0,0.9400000000000001
2.9549413573815875e-17,-1.0,0.9500000000000001
2.939014778370173e-17,-1.0,0.96
2.9713549132513577e-17,-1.0,0.97
2.912036969107394e-17,-1.0,0.98
2.900676927941012e-17,-1.0,0.99
2.870723667400102e-17,-1.0,1.0
-2.839485664043382e-17,1.0,1.01
2.848788879221062e-17,-1.0,1.02
-2.7992375585961034e-17,1.0,1.03
2.8133906867770194e-17,-1.0,1.04
-2.7854430769910226e-17,1.0,1.05
2.7514887152036743e-17,-1.0,1.06
2.774577965523428e-17,-1.0,1.07
2.6902266512704168e-17,-1.0,1.08
-2.688122811002087e-17,1.0,1.09
-2.6831637491891364e-17,1.0,1.1
2.708348304774789e-17,-1.0,1.11
2.6173256412100976e-17,-1.0,1.12
2.6087928771277353e-17,-1.0,1.1300000000000001
-2.563041754444447e-17,1.0,1.1400000000000001
-2.544633983148561e-17,1.0,1.1500000000000001
2.5545478755510928e-17,-1.0,1.16
-2.5568738090903633e-17,1.0,1.17
-2.5460067956796738e-17,1.0,1.18
2.4360967550085816e-17,-1.0,1.19
2.4564900571744516e-17,-1.0,1.2
2.465585123503872e-17,-1.0,1.21
2.440789926045632e-17,-1.0,1.22
2.4150004552360643e-17,-1.0,1.23
-2.4110491189797627e-17,1.0,1.24
2.371990035447019e-17,-1.0,1.25
-2.4288763847172934e-17,1.0,1.26
2.2944639195909906e-17,-1.0,1.27
-2.281804233204238e-17,1.0,1.28
-2.329962891311976e-17,1.0,1.29
-2.327188532467915e-17,1.0,1.3
2.342559876710029e-17,-1.0,1.31
2.2176473902342264e-17,-1.0,1.32
-2.2930936556809378e-17,1.0,1.33
-2.195933032366323e-17,1.0,1.34
-2.237692533351363e-17,1.0,1.35
2.2337741294993778e-17,-1.0,1.36
2.236975922151571e-17,-1.0,1.37
-2.2361402473058796e-17,1.0,1.3800000000000001
-2.225983490429796e-17,1.0,1.3900000000000001
-2.1476519381966237e-17,1.0,1.4000000000000001
2.0853942281686157e-17,-1.0,1.41
-2.1428938297037012e-17,1.0,1.42
2.1397224750559042e-17,-1.0,1.43
2.1466423013653655e-17,-1.0,1.44
-2.0295191376618623e-17,1.0,1.45
-2.0930651303508388e-17,1.0,1.46
2.080917145236364e-17,-1.0,1.47
2.0456115118564137e-17,-1.0,1.48
1.988264301125612e-17,-1.0,1.49
-2.022651735825413e-17,1.0,1.5
2.010399968657332e-17,-1.0,1.51
1.9885189638783918e-17,-1.0,1.52
-2.0006612262451835e-17,1.0,1.53
-2.073545757844436e-17,1.0,1.54
1.973391668467355e-17,-1.0,1.55
1.963048869438442e-17,-1.0,1.56
1.914448779013915e-17,-1.0,1.57
-1.967833645932323e-17,1.0,1.58
1.985327796898655e-17,-1.0,1.59
1.9701246375765138e-17,-1.0,1.6
1.959292320576574e-17,-1.0,1.61
1.9267956126888664e-17,-1.0,1.62
-1.877757951187692e-17,1.0,1.6300000000000001
-1.8412768726958554e-17,1.0,1.6400000000000001
-1.9079473129344703e-17,1.0,1.6500000000000001
-1.9001730761832097e-17,1.0,1.6600000000000001
-1.9079051493945644e-17,1.0,1.67
1.7931925166265425e-17,-1.0,1.68
-1.820202910806081e-17,1.0,1.69
-1.7594059474325198e-17,1.0,1.7
-1.7723685121151992e-17,1.0,1.71
-1.7105538346540678e-17,1.0,1.72
